"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59"
0.445 -0.079 2.139 0.47 0.131 0.243 0.764 0.123 0.659 0.865 -0.34 -0.283 0.574 0.401 1.458 1.265 0.597 1.209 -0.551 0.892 0.237 1.034 0.273 0.851 1.224 1.04 0.265 0.65 1.184 0.502 0.836 0.136 0.102 1.136 1.315 -0.285 -0.198 0.765 0.008 0.983 0.433 -0.918 0.093 0.985 0.28 -0.042 0.536 0.795 0.381 0.003 0.016 0.301 -0.224 0.357 0.858 0.136 0.273 0.015 -0.028
-0.041 -0.577 -0.892 -0.814 0.026 0.177 0.16 0.171 1.026 -0.163 -1.062 -0.173 0.14 0.189 0.581 0.065 0.948 0.502 0.263 0.291888797319115 -0.227 0.449944299846357 0.594 1.247 0.06 0.667 0.83 -0.285 0.263 0.18 0.1 -1.252 0.022 1.186 0.403 -0.255 0.748 -0.377 -0.413 -0.115 0.16 -0.335 0.805 0.404 -0.537 -0.237 0.234 -0.21 -0.437 0.564 -0.492 -0.62 -0.9 -0.179 0.091 -0.672 0.54 -0.369 -0.537
-0.33 0.778 0.982 -1.032 -0.447 -0.488 0.303 -0.046 -0.522 -0.311 -1.35 -1.046 -0.376 -0.337 -0.861 -0.543 -0.362 -0.736 -0.829 0.345 -0.333 -0.193 -0.281 -0.051 0.394 -0.05 -0.187 -0.892 -0.553 -0.042 -0.328 -1.184 -0.494 -0.165 -0.972 -0.113 -0.83 1.063 -1.163 0.074 -0.641 -0.967 -0.378 0.05 -0.636 0.242 -0.316 -0.88 -0.083 -0.562 -1.113 -0.849 0.061 -0.188 0.216 -0.024 1.075 -1.114 -0.683
-0.258 0.069 0.713 -0.667 -0.311 -0.081 -0.382 -0.304 -0.138 -0.127 0.038 -0.249 0.984 0.793 0.358 0.825 -0.025 0.427 0.056 0.115 0.074 0.42 -0.299 -0.183 -0.42 0.117 0.003 -0.716 -0.08 -0.491 0.373 0.378 0.302 0.506 0.155 0.358 1.694 0.344 -0.331 0.753 -0.121 -0.035 -0.05 0.087 -0.366 0.513 -0.855 -0.069 -0.769 0.181 1.919 -0.425 -0.826 -0.429 0.411 0.994 0.099 0.324 -0.796
-0.386 0.364 -0.09 -0.995 -0.159 -0.683 0.26 0.002 -0.014 0.153 -0.672 -1.08 -1.305 -0.031 -0.176 0.067 -0.597 -0.411 -0.377 -0.066 -1.081 -0.609 -0.563 -0.394 -0.182 -0.369 -0.671 0.205 1.319 -0.471 -0.64 0.205 0.189 0.152 -0.472 -0.371 -0.48 -0.939 -0.315 0.16 -0.414 -0.78 -0.931 -0.235 -1.066 -0.298 -0.034 1.722 -1.311 -0.304 -0.639 -0.566 -0.707 0.872 -0.525 0.21 -0.352 -0.488 -0.426
0.532 -0.01 -0.267 -0.84 0.349 0.42 1.046 0.638 0.905 0.069 -0.613 0.282 -1.119 0.04 -0.037 -0.285 0.638 -0.64 -0.814 0.18 -0.227 0.956 -0.056 0.666 0.508 1.23 0.742 -0.268 0.212 -0.264 0.026 -1.045 0.277 0.618 -0.608 -0.215 -0.448 -0.227 -0.094 0.609 0.299 0.069 0.599 0.49 -0.441 -0.253 0.55 -0.533 0.085 0.484 -0.405 -0.37 -0.681 0.504 -0.29 -0.895 0.862 -0.138 0.007
-0.382 -0.126 -0.587 -0.049 -0.51 -0.845 0.001 -0.411 -0.512 -0.365 -1.136 0.304 -0.955 -0.897 0.2 -0.381 -0.838 -1.117 1.137 -1.181 -0.477 -0.516 -0.36 0.032 -0.403 -0.171 -0.702 0.539 -0.686 -0.207 -0.116 0.576 -0.376 -0.227 -0.092 0.083 1.586 -0.151 -0.287 0.665 -0.403 -0.505 -0.276 -0.348 -0.264 0.674 -0.286 -0.472 -0.86 0.216 0.748 -0.577 -0.809 0.239 0.096 0.434 -0.767 -0.845 -0.586
-0.386 -0.409 -0.29 -0.371 -0.228 -0.319 -0.153 -0.7 -0.531 -0.02 -0.824 0.199 0.04 -0.317 0.448 0.276 -0.54 -0.43 -0.009 -0.674 -0.399 -0.475 0.165 0.515 -0.313 -0.186 -0.453 0.139 0.126 -0.589 -0.745 1.97 -0.562 -0.326 0.32 1.063 0.782 -0.393 -0.466 -0.711 -0.194 0.826 0.011 -0.248 -0.124 1.242 -0.189 -0.447 -0.484 -0.015 1.121 -0.026 -1.004 -0.551 -0.002 -0.637 -0.383 -0.537 -0.2
-0.539 0.544 0.811 -0.274 -0.226 -0.499 -0.134 -0.337 -0.61 -0.341 0.084 -0.696 0.142 0.367 0.783 0.329 -0.718 0.464 0.29 -0.331 0.36 -0.009 -0.201 0.24 -0.346 0.195 -0.673 -0.556 0.28 -0.181 -0.533 -0.906 -0.527 -0.21 -0.054 0.481 0.933 0.192 0.328 -0.419 -0.147 -0.275 0.511 1.614 -0.186 -0.024 -0.112 -0.242 -0.792 0.208 1.628 -0.091 0.606 -0.021 1.418 -0.051 -0.063 -0.28 -0.492
-0.3 -0.71 -0.449 -0.814 -0.681 -0.628 -0.64 -0.615 -0.645 -0.363 0.075 0.076 -0.21 0.513 -0.42 -0.19 -0.553 -0.012 0.158 -0.23 0.438 -0.087 0.004 0.147 -0.303 0.011 -0.301 -0.768 -0.241 -0.458 -0.246 0.514 0.662 0.182 -0.098 0.004 1.428 1.091 0.082 0.599 -0.675 0.245 0.046 -0.392 -0.323 0.974 -0.451 -0.242 0.973 0.028 0.778 0.854 -0.377 -0.652 -0.412 1.111 -0.408 -0.711 -0.946
-0.546 -0.376 1.091 -0.691 -0.627 -0.271 -0.227 -0.269 -0.055 -0.259 -0.631 -0.621 -0.931 -0.524 -0.972 -0.431 -1.227 -0.794 -0.307 0.238 0.007 -0.98 -0.43 -0.768 -0.324 -0.693 -0.388 -0.562 -0.399 0.2 -0.463 -0.294 0.591 -0.899 -0.303 0.046 0.298 -0.653 -0.665 0.151 -0.29 0.243 0.199 0.013 0.499 0.436 1.051 0.387 0.65 -0.758 -0.726 0.897 0.987 0.259 0.004 0.792 0.051 -0.038 -0.141
0.976 -0.072 -0.371 0.245 0.144 0.522 -1.474 0.246 0.053 -0.248 -0.768 -0.076 -0.403 -0.206 -0.374 1.039 -0.465 -0.244 -0.662 -0.542 -0.609 0.0086625419906595 -0.507 -0.699 -0.922 -0.857 -0.682 1.635 0.156 -0.817 -0.207 -0.862 -0.225 -0.811 -0.373 -0.895 -0.89 -0.044 -0.632 -0.535 0.12 -0.101 -0.805 -1.202 -0.418 -0.924 -0.455 -0.350698540370074 0.098 -0.671 -0.456 -0.46 0.213 -1.03 -0.482 -0.817 -0.728 0.311 -0.024
-0.449 -0.544 1.454 -0.571 -0.824 -0.016 -0.389 -0.93 -0.505 -0.652 -1.135 -0.452 -0.366 -0.728 0.321 -0.045 -0.635 -0.53 -0.151 -0.044 -0.817 -0.72 -0.719 0.235 -0.023 -0.555 1.793 -0.486 -0.429 0.661 -0.023 -0.795 -0.577 -0.599 -0.246 -0.843 -0.16 -0.537 0.166 -0.736 0.051 -0.792 -0.352 -0.758 -0.655 -0.227 -0.779 -0.758 -0.823 0.025 -1.036 -0.988 -0.536 0.563 -0.139 -0.109 -0.709 0.472 -0.789
-0.067 -0.54 0.816 -0.363 -0.026 0.193 -0.205 -0.214 0.537 0.065 -0.583 -0.086 0.753 0.107 0.593 1.527 -0.258 0.618 -0.136344977771538 0.54 0.318 0.287 0.502 0.648 1.061 -0.105 0.219 0.432 0.216 -0.593 0.71 -1.179 0.624 -0.067 0.726 -0.926 -0.692 0.4 -0.738 -0.434 -0.361 -0.817 0.409 -0.017 -0.145 -0.364 0.337 0.459 -0.599 0.163 -0.99 0.064 -0.377 -0.583 0.569 -0.434 0.011 -0.301 -0.497
-0.046 -0.388 0.02 -0.701 -0.498 -0.206 -0.557 -0.539 -0.66 -0.323 -0.845 -0.238 0.436 -0.208 -0.136 0.038 -0.605 -0.243 -0.093 -0.463 -0.514 -0.101 -0.013 -0.249 -0.458 -0.305 -0.535 -0.146 -0.403 -0.418 -0.499 -0.391 -0.423 -0.407 -0.21 1.073 1.628 0.326 -0.561 -0.316 -0.478 0.131 -0.543 -0.252 -0.341 1.229 -0.279 0.203 -0.671 -0.345 1.464 -0.614 -0.096 -0.489 -0.472 1.68 -0.392 -0.539 -0.394
-0.153 0.214 -0.262 -0.434 -0.085 -0.008 0.989 0.579 0.72 -0.33 -1.058 -0.339 -0.964 0.116 -0.484 -0.391 0.946 -0.248 -0.492031282582018 -0.66 -0.893 -0.363 -0.104 0.018 0.132 0.979 0.46 -0.365 0.14 -0.398 0.162 -0.731 -0.716 1.228 -0.518 -0.491 -0.52 0.126 -0.431 0.023 -0.734 -0.87 -0.068 -0.172 -0.69 -0.153 0.079 -0.882 -0.997 0.029 0.104 -0.254 -0.166 -0.143 -0.871 -0.172 1.322 -0.727 -0.372
-0.212 -0.116 1.471 -0.075 0.097 -0.325 0.477 -0.513 0.086 -0.087 -1.328 -0.931 -1.014 0.384 0.163 -0.296 -0.182 1.172 -0.262 -0.48 -0.722 0.02 -0.928 0.053 0.234 0.428 -0.551 -0.547 0.053 0.7 0.072 0.447 0.163 0.319 -0.154 0.111 0.234 0.565 0.217 0.565 -0.614 -0.782 -0.752 0.665 -0.5 -0.038 0.744 0.301 -0.104 -0.218 -0.182 -0.917 -0.56 0.056 -0.381 0.664 0.233 -0.666 -0.604
-0.154 -0.394 -0.639 -0.442 -0.135 -0.838 -0.343 -0.438 -0.725 0.228 -0.157 -0.433 -1.053 -0.699 -0.269 -0.48 -0.534 -0.844 -0.154897980594082 1.609 -0.287 0.315 0.683 -0.346 -0.261 -0.686 -0.538 0.662 0.134 -0.473 -0.542 -0.992 -0.802 -0.275 -0.465 -0.853 -1.201 -1.092 0.787 -0.966 0.376 -0.923 -0.041 -0.39 -0.603 -0.844 0.201 0.32 -0.319 0.209 -1.12 0.631 -0.023 0.08 -0.435 -0.911 -0.028 -0.415 0.34
-0.554 0.17 1.461 -1.213 -0.794 -0.59 -0.08 -0.553 -0.237 -0.236 -0.673 -1.024 -0.737 -0.464 -0.504 -0.49 -0.85 -1.097 -0.45 -0.24 -0.227 -0.452 -0.387 -0.369 0.028 -0.185 -0.437 -0.703 -0.63 0.241 -0.883 -0.442 0.046 -0.595 -0.744 0.263 -0.673 0.844 -1.684 0.675 -0.756 -1.209 -0.515 -0.435 -0.713 -0.058 -0.349 -0.902 0.254 -0.955 -1.371 -1.129 -0.276 -0.541 -0.506 0.037 0.681 -0.15 -0.765
-0.931 -0.087 -0.40437172453763 -1.279 -1.136 -0.228 -0.488 -0.039 -1.164 -1.308 -1.503 0.913 -0.258 -0.021 -0.055 -0.218 -0.406 -1.097 -0.309992912157069 0.047 -0.486 -0.142 -0.739 -0.231 -0.449 -0.874 -0.279 -0.344 -1.142 -1.041 -0.399442829961945 -0.809 -0.9 -1.441 0.207 -0.283 -0.337875462136768 -1.236 -1.723 -0.578 -0.852 -0.349 -0.403564853672881 -0.748 -1.342 -0.307 -0.428 -0.27 -2.049 -0.662 -0.982 -0.465 0.461 -1.263 -0.396 -1.172 -0.825 -0.008 -0.189
0.056 0.999 0.18 -0.7 -0.073 1.049 -0.645 -0.13 -0.102 0.158 0.882 -0.827 -0.103 0.274 0.486 0.838 -0.12 1.442 -1 0.469 -0.075 -0.123 -0.349 -0.598 -0.479 0.648 -0.176 0.205 0.234 -0.405 -0.467 -0.639 0.375 0.433 0.1 -0.232 -0.293 -0.766 1.547 0.018 -0.5 -0.419 -0.291 -0.28 0.315 -0.421 -0.802 0.069 -0.186 -0.098 -0.58 0.532 0.545 -0.189 -0.353 -0.395 0.025 0.482 -0.133
0.694 -0.753 -0.341 -0.195 -0.136 -0.445 0.117 0.388 -0.412 0.023 -0.221 -0.459 -0.249 -0.02 1.22 -0.147 0.182 0.697 -0.219 1.02 -0.81 0.796 0.086 0.431 0.591 0.071 -0.471 0.852 0.296 0.846 0.702 -0.118 -0.098 0.262 0.182 0.512 -0.66 -0.709 -0.389 -0.845 1.073 -0.498 0.074 -0.527 -0.396 -0.289 0.279 0.014 -0.618 0.278 -0.77 0.396 -0.568 -0.104 0.219 -0.064 -0.429 -0.422 1.423
-0.059 0.373 -0.434 0.906 -0.244 -1.324 0.442 -0.347 -0.07 -0.248 -0.565 0.111 -1.861 -1.096 -1.316 -0.818 -0.475 -1.511 0.268 -0.447 -0.324 -0.348 -0.594 -0.597 0.26 -0.131 -0.708 -0.313 -0.724 0.743 -0.285 -0.003 0.517 -0.693 -1.236 -0.478 -0.049 -0.264 0.255 -0.026 -0.113 -0.415 -0.848 -0.379 -0.514 -0.401 0.436 -0.842 0.269 -0.53 -0.218 0.192 0.08 0.187 -0.815 -0.455 0.067 0.073 -0.85
-0.531 -0.534 -0.195 0.971 0.033 -0.591 -0.351 -0.619 -1.184 -1.027 -0.289 -0.501 -0.68 -0.304 -0.76 -0.145 -1.013 -0.493 0.547 -0.957 -0.416 -1.17 -0.365 -1.417 -0.637 -0.889 -0.289 -0.432 -0.011 -0.33 -0.068 0.965 0.701 -0.863 -0.275 0.706 0.502 0.282 0.151 0.026 -0.216 0.385 -0.648 -0.521 -0.617 0.384 0.495 -0.41 0.213 -0.673 -0.218 0.407 -0.269 -0.222 -0.753 0.271 -0.698 -1.084 -0.244
-0.344 0.66 2.122 0.647 0.049 0.445 0.368 -0.326 -0.292 0.531 0.317 -0.496 -0.163 0.732 1.102 1.373 0.484 1.591 -0.035 0.318 0.384 0.714 -0.241 0.223 0.842 0.485 0.15 0.791 0.839 1.31 0.758 1.501 0.74 0.652 0.506 0.938 0.379 0.808 0.288 1.259 -0.333 -0.436 -0.091 0.705 -0.031 -0.227 0.542 0.918 1.138 -0.073 0.16 0.611 0.253 0.333 0.787 0.408 0.253 0.288 -0.15
1.123 -0.158 1.39 0.775 -0.558 0.339 0.409 -0.22 0.778 0.734 0.384 0.032 1.108 1.02 1.136 1.686 0.977 1.289 -0.108 1.047 1.004 1.186 0.835 0.995 1.036 1.062 0.35 -0.016 0.7 1.19 1.42 1.047 0.44 0.918 1.459 0.37 1.698 1.097 -0.408 0.897 0.165 0.125 0.539 0.583 0.244 0.567 -0.117 1.158 0.511 0.362 0.439 -0.073 -0.157 0.142 1.095 0.638 0.512 0.303 -0.313
0.301 -0.315 -0.144 -0.858 -0.19 -0.121 0.362 -0.042 0.757 0.309 1.04 -0.44 -0.163 0.082 0.145 0.325 0.411 1.43 -0.763 0.406 -0.671 0.395 -0.558 0.257 0.649 0.802 0.524 -0.663 -0.133 -0.524 -0.026 -0.255 -0.25 0.849 0.562 -0.661 -0.575 -0.54 1.323 -0.442 0.444 -0.353 -0.281 -0.291 -0.634 -0.724 0.06 -0.3 -0.651 0.271 -0.499 0.025 -0.325 -0.564 0.002 -0.499 0.378 -0.838 0.437
0.02 -0.285 -0.017 -0.814 -0.345 0.505 0.021 0.009 0.076 -0.184 -0.475 0.004 0.947 0.816 1.556 0.634 0.501 0.874 0.88 1.115 0.008 0.917 0.257 0.61 -0.126 0.819 0.402 -0.163 0.155 -0.055 0.054 0.012 0.25 0.4 0.399 0.967 0.566 0.209 -0.165 1.773 0.382 -0.191 0.731 0.24 -0.152 0.713 -0.489 -0.148 -0.635 0.357 0.553 -0.569 -0.234 -0.12 1.155 0.106 0.613 -0.569 -0.4
-0.292 -0.5 0.408 -0.408 0.013 -0.133 -0.57 -0.336 -0.344 -0.354 0.402 -0.073 -0.239 0.371 -0.357 -0.271 -0.414 0.241 0.232 -0.326 -0.276 -0.386 -0.75 -0.407 -0.729 -0.346 -0.569 -0.216 -0.298 0.173 -0.17 0.745 -0.087 -0.171 -0.166 -0.05 1.471 -0.119 0.089 0.08 -0.314 0.072 2.136 -0.07 -0.233 -0.042 -0.345 0.078 -0.336 -0.33 -0.37 -0.168 1.978 0.585 -0.429 0.594 -0.26 -0.179 0.13
-0.5 -0.5 0.718 0.024 -0.002 -0.632 -0.19 -0.869 -0.915 -0.375 -0.629 -0.793 -0.387 0.038 -0.247 -0.097 -0.613 0.236 0.595 -0.484 0.296 -0.614 -0.481 -0.717 -0.438 -0.372 -0.709 -0.04 -0.217 -0.453 -0.002 0.965 0.543 -0.09 0.137 0.762 0.426 1.21 0.096 1.428 -0.99 0.152 -0.151 0.362 -0.629 0.311 0.653 -0.037 -0.147 -0.547 -0.053 -0.617 -0.497 -0.364 -0.043 0.852 -0.401 -0.657 -0.669
0.879 -0.897 0.881 0.23 -0.638 0.265 0.543 -0.397 0.348 0.292 0.328 -0.527 -0.218 0.144 0.934 1.224 0.511 -0.83 -0.164 0.971 0.684 1.266 0.246 0.48 0.94 0.322 0.47 0.377 0.302 0.62 1.167 0.792 -0.198 0.502 1.266 -0.492 0.306 0.565 -0.085 -0.088 -0.038 -0.898 0.189 0.258 0.414 -0.13 0.446 0.301 -0.041 0.098 0.323 0.218 -0.307 -0.014 0.694 -0.063 0.048 -0.922 -0.537
-0.058 0.09 -0.098 -0.755 0.716 1.049 0.323 0.059 0.996 -0.38 -0.179 0.623 -0.038 1.25 -0.454 -0.429 1.023 0.437 0.164 0.173 -0.103 0.855 -0.18 0.42 -0.479 0.247 0.495 -0.246 0.178 -0.492 -0.343 -1.033 -0.84 0.749 0.457 0.051 -0.15 -0.117 0.224 0.758 0.187 1.353 -0.086 0.662 -0.069 0.073 0.055 0.68 -1.107 0.182 -0.024 -0.164 -0.469 0.65 -0.096 0.592 0.518 -0.705 0.378
-0.108 0.787 0.671 -1.342 -0.306 -0.564 -0.324 0.179 -0.523 -0.45 -0.944 -0.993 0.212 -0.298 -0.799 -0.531 -0.24 -0.741 -0.53 0.635 0.34 0.207 0.151 0.089 0.208 -0.231 -0.028 -0.804 -0.639 -0.476 -0.195 -1.101 -0.328 -0.347 -0.777 -0.103 -0.644 1.011 -1.054 0.066 -0.365 -0.819 0.325 0.047 -0.456 0.316 -0.214 -1.088 0.023 -0.137 -1.056 -0.269 0.365 -0.225 0.15 0.054 1.273 -0.811 -0.32
-0.388 0.104 1.389 -1.425 0.118 -0.617 -0.396 -0.402 -1.014 0.025 -0.707 -1.193 -0.073 -0.183 -0.329 -0.321 -0.077 -0.325 -0.323 0.529 -0.674 -0.182 -0.133 -0.236 0.858 -0.002 -0.179 -0.827 -0.572 0.184 0.123 -0.893 0.222 0.085 -0.692 -0.509 -0.421 0.563 -1.231 0.286 -0.002 -0.597 0.255 0.068 -0.402 0.732 -0.558 -0.253 0.196 -0.12 -1.205 -0.053 0.11 0.086 0.169 0.721 0.686 -0.718 -0.088
0.086 -0.297 -0.652 -0.155 -0.127 0.236 -1.407 0.317 -0.263 0.124 0.855 -0.399 -0.242122967435056 0.392 0.443 0.264 -0.053 -0.256 0.064 0.33 0.598 0.31 0.226 -0.516 -1.039 -0.43 0.298 -0.212 -0.136 -1.961 -0.138 -1.314 -0.423 0.077 -0.151 -0.664 -0.145 -1.174 0.542 -0.04 0.541 0.079 0.268 -0.377 -0.281 -0.277 -0.955 -0.871 -0.542 0.349 -0.467 -0.21 -0.229 -0.88 -0.131 -0.818 -0.626 0.284 0.309
0.305 0.153 0.774 -1.009 -0.191 -0.676 0.637 -0.467 -0.438 0.31 -0.466 -0.135 -0.651 -0.299 -0.582 -0.44 -0.197 -0.816 -0.759 -1.219 -0.488 -0.416 -0.976 0.397 0.139 0.048 -0.925 -0.164 -0.707 -0.764 -0.972 -0.478 -0.158 -0.52 -0.314 -0.166 -0.27 1.374 -0.886 0.838 -1.285 0.131 -0.139 -0.682 -0.714 -0.275 -0.923 -0.397 -1.169 -1.221 -0.028 -0.948 0.193 -0.209 0.0431377728879505 -0.236 -0.074 -0.645 -0.927
-0.031 0.426 0.685 -0.012 -0.47 -0.117 0.485 -0.421 0.22 0.228 0.005 -0.943 -0.556 0.734 0.111 0.016 0.139 0.298 -0.537 0.035 -0.334 -0.025 -0.437 -0.0853080135247643 -0.026 0.491 -0.154 0.012 0.148 0.28 0.26 0.078 -0.125 0.526 0.516 -0.843 -1.26 -0.259 -0.414 0.86 0.179 -1.542 -0.053 1.29 0.214 -0.829 0.061 0.736 -0.354 -0.263 -1.111 0.011 0.052 0.588 1.054 -0.778 0.049 -0.304 0.202
-0.041 -0.161 -0.11 -0.584 -0.441 0.408 1.034 -0.049 -0.153 0.47 -0.362 0.084 0.345 0.418 0.347 0.407 -0.044 -0.147 -0.517 0.082 0.114 0.15 0.452 0.556 -0.225 0.204 0.043 1.797 -0.009 -0.454 0.109838114175035 -0.422 0.081 0.072 0.052 0.761 0.661 -0.227 -0.328 0.023 -0.206 2.04 0.188 -0.026 -0.071 0.868 -0.328 1.183 0.007 0.31 0.712 -0.34 -0.007 0.142 0.301 1.697 0.0177752689453127 -0.257 -0.284
0.03 -0.494 -0.592 -0.604 -0.275 -0.404 -1.264 0.036 -1.005 -0.074 1.05 -0.489 0.076 0.958 0.474 0.088 -0.251 -0.67 0.197 0.746 0.348 0.112 0.48 -0.473 -0.769 -0.469 0.075 -0.212 -0.227 -1.349 -0.27 0.18 -0.525 0.114 0.191 -0.448 -0.303 -0.988 1.264 -0.401 0.571 -0.004 -0.017 -0.045 -0.294 -0.123 -0.667 -0.866 -0.691 -0.105 -0.456 0.119 -0.425 -1.102 0.241 -0.46 -0.614 -0.797 0.317
0.202 -0.249 -0.603 -0.543 -0.413 0.663 0.157 0.147 0.487 -0.166 -0.878 -0.127 0.568 1.123 0.696 0.405 0.93 1.058 -0.0395711965765476 0.557 -0.085 1.099 -0.04 0.372 -0.117 0.696 0.45 -0.332 0.138 -0.398 0.373 -0.101 -0.015 0.395 -0.178 0.496 0.19 1.171 -0.302 1.231 -0.014 0.195 0.49 0.332 -0.417 0.175 -0.761 -0.057 -1.118 0.199 0.607 -0.828 -0.078 -0.016 0.181 0.112 -0.034 -0.863 -0.665
0.272 -0.428 0.542 -0.265 -0.69 -0.025 0.286 -0.527 0.35 0.196 -0.962 -0.083 -0.32 0.18 1.291 0.343 0.145 0.393 0.089 0.264 -0.872 0.891 0.386 0.788 0.236 1.208 -0.178 0.423 0.103 1.51 0.455 0.017 0.008 0.026 0.266 1.058 -0.088 0.875 -0.35 0.701 0.613 0.012 -0.199 -0.000535 0.447 0.72 0.174 0.1 -0.425 -0.141 -0.699 -0.714 -0.51 0.065 0.297 1.148 -0.008 -0.399 -0.397
-0.116 0.484 0.054 0.003 -0.632 0.193 0.672 -0.558 -0.23 -0.455 -1.303 0.027 0.21 0.003 0.987 0.275 0.86 0.267 -0.482 -0.078 0.147 0.335 -0.063 0.251 -0.439 0.376 0.192 -0.56 0.396 -0.671 0.304 0.145 -0.165 0.616 0.081 0.761 0.608 -0.575 0.859 -0.18 -0.677 0.208 0.342 -0.299 -0.612 -0.151 -0.64 -0.22 -0.878 0.001 1.161 -1.013 -0.654 -0.935 0.508 -0.285 0.11 -0.657 -0.827
0.089 0.848 0.643 0.731 -0.017 0.13 1.155 0.357 0.737 0.85 -0.98 0.464 -0.164 -0.309 -0.075 -0.241 -0.092 0.109 -0.094 -0.655 -0.536 -0.632 -0.891 -0.432 0.485 0.371 0.077 -0.575 0.01 -0.008 -0.283 0.275 -0.785 0.349 -0.222 0.891 -0.398 0.893 -0.69 0.071 -0.592 -0.364 -1.176 0.216 -0.097 0.155 -0.204 -0.445 -0.084 -0.48 0.376 -0.627 -0.993 -0.792 -0.366 0.021 -0.173 -0.708 -0.666
-0.262 0.391 1.011 -1.442 -0.421 -0.829 0.022 -0.148 -0.435 -0.121 -1.374 -1.217 -0.572 -0.046 -0.561 -0.634 -0.217 -0.553 -0.393 0.416 -0.314 0.095 -0.361 -0.135 0.304 0.195 -0.394 -0.775 -0.273 0.145 -0.182 -1.209 -0.477 -0.075 -0.802 -0.231 -0.704745826080022 0.97 -1.065 0.111 -0.653 -1.258 -0.202 -0.171 -0.793 -0.014 -0.362 -0.567 -0.331 -0.294 -1.191 -0.712 -0.132 -0.12 -0.217 -0.06 1.118 -0.989 -0.709
0.335 0.123 -0.356 0.611 -0.266 0.061 0.218 -0.85 -0.328 -0.577 0.247 0.068 -0.593 -0.187 0.111 -0.106 -0.308 -0.528 -0.39 0.081 -0.173 -0.613 -0.27 -0.423 -0.502 -0.693 -0.93 0.068 0.537 -0.916 -0.656 -0.34 -0.394 0.324 0.26 -0.469 -0.829 -1.013 -0.925 -0.338 0.453 -0.456 0.638 0.054 -0.692 -0.71 0.189 0.821 -0.352 0.027 -0.578 1.977 -0.342 0.866 0.031 -0.603 -0.245 -0.635 -0.528
-0.117 -0.4 0.131 -0.737 0.763 -0.012 -0.276 -0.453 -0.693 -0.201 -0.741 -0.336 0.062 -0.043 -0.054 0.111 -0.658 0.947 1.477 -0.341 -0.893 -0.028 0.553 0.031 -0.562 -0.242 -0.563 0.072 -0.309 -0.225 -0.439 0.115 -0.207 -0.555 0.059 1.718 0.476 -0.2 -0.33 -0.515 0.217 -0.211 -0.494 -0.53 -0.255 0.556 -0.213 0.449 0.615 -0.208 -0.25 -0.067 -0.503 -0.084 -0.176 0.677 -0.51 1.339 0.007
0.128 1.075 0.386 0.513 -0.404 0.343 -0.508 -0.613 -0.327 -0.03 -0.01 -1.005 -0.511 -0.278 0.955 0.2 -0.179 0.328 -0.666 0.483 -0.622 -0.19 0.546 -0.504 -0.49 -0.2 0.185 0.801 0.217 0.55 -0.238 -0.408 -0.516 0.274 0.247 -0.507 -0.729 -0.653 0.861 0.012 0.998 -0.825 -0.174 -0.295 -0.462 -0.549 -0.445 0.542 0.776 -0.35 -0.637 0.818 0.467 0.033 -0.429 -0.57 -0.663 0.499 0.585
-0.334 0.249 0.734 0.371 0.045 -0.422 0.124 -0.146 -0.161 -0.542 -0.079 -0.046 -0.846 -0.013 -0.442 -0.419 0.231 -0.012 1.078 -0.816 -0.485 0.139 -0.559 -0.235 -0.084 -0.038 0.23 -0.71 0.155 0.734 -0.137 1.456 0.184 0.011 -0.433 0.335 -0.476 0.931 -0.029 1.96 0.053 0.322 -0.432 0.878 0.103 0.651 0.442 -0.656 0.115 0.121 -0.026 0.829 0.111 0.197 0.187 0.793 0.583 0.198 0.163
0.062 -0.267 0.919 0.072 0.233 0.051 0.182 -0.15 0.261 0.756 0.754 0.327 -0.634 0.168 0.125 0.266 0.169 0.569 -0.962 0.263 0.217 0.289 0.531 0.176 0.219 0.917 0.034 0.465 0.934 0.346 0.348 -0.656 -0.656 0.901 0.264 -0.941 -0.638 -0.63 0.203 -0.693 0.443 -0.89 0.546 0.886 0.044 -0.832 0.425 0.917 -0.051 0.552 -1.026 -0.102 -0.123 0.225 -0.086 -0.839 0.636 0.542 0.154
-0.24 0.12 0.495 -0.358 0.591 0.715 -0.256 -0.101 0.433 -0.594 0.482 -0.129 0.225 1.277 0.711 0.637 0.786 0.659 0.254 0.136 0.051 0.814 -0.214 -0.204 -0.296 0.252 0.669 -0.378 0.116 -0.519 0.628 0.447 -0.322 0.103 0.316 0.645 -0.194 0.654 -0.408 0.419 -0.037 0.782 0.137 0.603 -0.222 0.436 -0.135 0.437 -1.888 0.428 -0.158 -0.405 0.146 0.303 0.268 0.489 0.196 -1.546 0.183
