"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103"
378.42 354.98 410.43 240.1 191.26 517.52 188.9 275.57 338.4 217.16 250.8 288.67 222.03 835.58 123.78 46.25 176.63 316.24 200.76 237.47 154.28 263.53 200.57 173.39 84.18 193.9 16.3 44.31 118.4 90.19 21.08 39.32 63.88 29.84 65.74 -7.75 6.84 94.57 64.7 45.98 36 75.65 22.97 88.33 37.8 6.63 91.29 16.62 40.48 -18.18 32.96 6.84 34.42 27.24 93.96 66.17 37.25 97.31 151.32 113.3 81.09 15.03 37.16 77.7 76.39 159.96 41.54 95.11 23.23 48.57 37.08 -166.48 6.07 43.62 174.6 46.39 87.38 77.31 -5.15 29.87 85.58 212.33 58.2 254.57 96.42 254.47 125.75 112.47 403.04 301.9 122.38 7.14 60.65 39.14 40.15 24.25 180.55 -34.38 0 -1.95 19.23 -0.96 -21.55
5870.87 20479.67 11414.82 7575.32 6427.98 7592.87 4565.86 4238.3 7104.23 6766.78 10528.27 6406.27 10748.08 3582.36 7745.59 5127.47 10032.41 7850.91 8738.39 6205.23 7432.34 8666.39 7785.41 5349.21 9709.26 11380.69 13559.64 8297.58 10443.83 8157.64 12087.85 7534.68 8830.31 11488.7 10919.53 8369.81 9823.66 21582.78 9465.28 9686.74 7722 9918.54 11027.57 9866.01 12509.14 13138.94 12152.46 17492.07 11912.65 15674.97 10101.2 9823.66 5873.46 6398.49 6682.54 8819.86 8851.46 7264.06 4882.12 6371.37 4722.05 8815.73 9103.33 10962.46 7518.67 9400.1 6678.72 6925.97 9156.26 6984.8 4972.79 6819.86 10509.8 8635.63 7146.15 7234.28 8329.96 10478.75 9720.85 6586.68 13058.89 10246.26 15752.69 14222.2 10954.54 16714.08 10750.73 11771.91 8605.88 9695.66 17439.48 8681.42 15424.52 11459.73 11607.22 10785.12 15487.44 11639.94 13521.58 13930.31 11395.08 11730.52 12511.55
4956 11683.73 8029.24 5848.76 5802.41 5539.23 4124.73 6633.02 3272.28 6071.63 7193.3 5135.03 9060.45 921.58 7076.97 8216.91 6655.52 8266.45 10079.76 5048.79 5647.38 8430.94 7597.78 7551.31 7288.62 8368.13 9354.32 6094.29 8269.85 6286.81 8715.21 6903.51 6429 9501.81 7564.89 7826.1 6639.96 10763.47 7275.61 7138.6 5845 8474.45 7163.63 7230.69 9193.09 9854.68 10256.14 11045.41 7889.72 9593.29 7745.59 6639.96 4209.79 6567.96 6287.08 7522.21 7838.54 6278.33 4081.85 5151.52 6136.19 7021.32 6492.85 8897.04 5998.01 10909.85 7489.7 8277.29 8813.89 6766.79 4233.41 6253.61 7599.57 6716.15 7315.5 8792.88 6106.71 6968.77 8111 7762.06 14503.73 9928.78 15154.68 14243.75 12653.24 11653.25 10282.62 10853.21 9446.96 9445.66 14336.1 9166.96 10247.47 10074.11 8178.82 10079.98 11391.97 10087.1 11462.31 8369.31 11497.93 10666.99 13095.29
3723.99 8197.62 5846.2 3823.41 2664.63 2509.76 2080.08 2651.91 4133.47 1986.94 4773.42 3212.39 2202.98 1320.76 4115.97 2193.23 4156.57 4175.86 3407.86 3755.39 2649.59 3310.38 4284.13 2506.63 2978.07 6492.72 6180.91 4651.28 5266.08 4073.05 5159.56 4438.33 4974.38 5123.39 5711.44 4881.74 5485.27 4928.27 4740.86 5117.28 4826 5074.2 5278.09 5047.84 5731.5 5098.85 4957.73 6696.89 5558.27 7408.82 5591.86 5485.27 2253.01 2811.38 2975.75 4351.17 4269.16 1814.8 1623.82 2597.47 2477.22 5432.31 4165.33 5324.85 2332.1 5243.13 3100.52 4273.87 4440.78 3316.48 3705.6 2387.6 4212.21 2358.77 3051.37 4962.03 4962.82 3191.72 2594.9 2643.32 4867.13 3618.65 6670.01 5196.16 5199.46 6978.42 3789.28 6645.9 4399.46 4978.65 6956.92 4203.52 5486.19 5906.49 5417.29 5839.08 6995.28 7199.46 7601.18 6224.76 5691.77 5870.55 6464.25
11002.1 2396.75 9082.09 11803.15 16036.58 10003.95 11684.06 8662.48 8351.53 6354.84 4303.96 9389.9 16155.22 6624.34 11784.56 12596.18 7743.53 5444.05 6799.75 7484.27 9715.51 6348.58 10512.46 6702.77 11313.78 4032.58 6866.61 5780.11 6550.08 4839.64 7968.82 7225.14 6291.81 9470.11 5958.7 7479.14 4818.05 14361.5 7120.53 6267.89 5129 9206.68 9855.1 6179.5 7492.06 5655.07 6931.22 7088.87 6435.33 8203 5191.19 4818.05 14887.58 9586.13 13547.84 12559.73 13369.32 9137.24 12733.47 10999.8 13859.58 10830.55 7713.3 10751.99 11192.84 14636.32 13118.1 8232.7 6521.29 12222.32 13963.06 13714.48 7689.53 11623.4 8512.49 7600.49 8471.95 7157.52 9737.31 9914.01 17366.21 16355.19 10505.86 12121.97 14868.79 9068.51 14525.21 13428.15 23206.4 11318.48 13367.34 13690.76 12017.18 15522.64 13479.57 10341.63 13261 11289.3 7201.72 10982.41 12520.74 11035.28 13785.85
361.22 319.22 16.85 361.75 359.6 49.34 201.78 246.39 327.55 269.78 88.09 654.68 192.49 299.06 0 90.44 124.37 39.93 73.91 150.22 320.35 232.21 246.93 195.07 126.27 220.16 22.06 31.22 -83.47 -57.68 26.83 16.13 36.65 49.42 38.27 -28.11 -112.34 -47.73 -81.14 -21.99 59 -3.88 -10.99 17.67 -17.01 -44.54 -8.47 14 30.84 4.78 -49.44 -112.34 -251.38 90.79 104.29 211.34 185.27 119.69 398.68 68.83 35.6 -9.02 124.81 -64.91 -56.78 222.17 -28.68 206.07 152.5 23.74 105.78 38.88 94.01 145.08 57.85 177.67 71.49 -65.26 113.22 85.5 99.68 12.13 -33.8 -185.8 77.53 -169.65 -78.19 -96.55 -61.52 -52.96 88.75 291.73 16.63 -48.93 -5.88 29.3 13.82 -16.7 -9.53 6.83 -46.14 -91.35 56.22
-10.75 -15.7 21.81 -23.48 -18.93 -57.02 5.37 -1.08 -37.96 -24.63 -32.13 10.89 22.41 24.39 51.66 19.53 -16.72 -2.16 123.85 -9.94 -9.64 -5.4 -15.1 -3.25 23.61 -15.15 -2.88 7.05 -9.71 29.36 -7.67 -7.06 -3.14 -15.85 -3.92 -23.26 -16.61 -12.61 -15.41 -8 -2 14.55 -3.99 7.85 2.84 -12.32 11.29 -9.62 -13.49 5.74 2.06 -16.61 -4.17 28.24 36.14 60.24 134.92 35.03 433.6 20.12 11.87 123.23 10.48 52.13 -8.26 68.13 178.02 3.96 119.17 11.87 6.54 60.81 58.63 -1.01 36.81 25.66 13.9 -6.02 -2.06 121.56 -20.14 8.09 -1.88 -4.11 1.99 -20.97 -5.28 20.9 -15.91 11.65 -2.8 5.1 -10.76 -10.76 1.96 -10.1 -18.42 1.96 -22.88 0.98 -13.46 -3.85 10.31
5212.93 10080.66 8684.54 7478.21 8301.69 9315.38 6290.67 6173.74 3901.36 5987.67 6522.78 7625.21 4597.44 1776.42 4875.23 4306.3 6518.61 4469.43 6347.29 5958.92 4937.04 4048.06 6935.7 4826.86 5078.42 7831.86 5767.57 6230.24 7970.93 5282.18 6843.97 6380.23 6404.91 8447.3 6348.22 6592.34 6384.01 6795.28 4283.82 6592.78 5104 6748.14 6526.46 5735.87 10442.39 7111.48 4739.4 6745.89 6188.6 7442.31 7328.44 6384.01 7284.72 4400.16 4606.12 6588.97 6117.79 5245.89 5455.4 6715.51 6290.46 6636.59 5393.4 5497.95 4379.27 6590.93 6010.15 5195.22 4985.14 5605.54 4726.33 6705.21 5268.55 6676.58 3922.29 4997.57 3262.87 3736.89 6661.72 5575.09 7989.38 6810.62 14846.77 9252.9 7800.68 13814.82 10397.79 8457.42 6081.6 8118.38 7210.09 6262.95 5827.61 7477.05 10323.41 8196.93 11623.18 11725.39 7773.74 7341.45 6828.01 7437.95 10140.04
322.52 230.26 97.16 216.62 174.32 548.22 269.4 183.71 303.69 313.43 246.65 186.27 295.36 812.48 127.68 99.69 82.57 167.29 417.49 162.37 290.35 258.13 180.08 216.74 223.79 290.85 83.44 73.51 98.99 97.53 33.53 164.35 83.78 72.73 78.49 83.35 66.43 165.72 100.65 52.98 33 176.51 84.89 57.91 85.05 113.71 57.41 92.75 45.3 108.12 117.42 66.43 104.31 42.37 55.76 28.64 56.39 104.12 271.61 26.47 37.58 17.03 32.39 11.8 9.29 193.53 120.66 12.88 57.57 79.86 138.5 54.83 -25.27 105.51 107.29 68.11 55.61 48.19 116.31 74.17 116.8 198.17 113.59 363.38 90.45 167.74 263.11 256.8 393.49 382.4 108.37 0 50.87 22.51 130.24 191.94 116.07 -35.36 44.81 16.59 33.64 42.31 83.39
113.96 111.64 72.37 64.03 71.72 31.8 54.74 33.5 72.67 130.97 146.13 106.75 46.85 43.64 28.27 87.36 85.7 139.23 153.81 71.79 127.5 89.64 145.57 59.6 63.65 72.71 13.43 28.2 16.5 4.19 11.5 12.1 11.52 0.93 14.72 7.75 7.82 20.71 8.22 3 9 1.94 0 20.61 16.07 19.9 -20.7 -2.62 15.42 5.74 -6.18 7.82 31.29 74.65 26.85 36.54 30.21 66.17 29.1 55.06 9.89 31.06 10.48 69.83 40.26 51.35 28.68 38.64 67.67 38.85 59.98 14.95 39.42 25.36 62.06 67.12 70.5 97.39 89.55 44.3 69.47 38.42 73.22 66.72 72.56 118.18 63.4 60.72 6.36 83.68 37.37 80.58 66.52 24.46 36.23 -20.2 112.38 61.88 81.99 63.45 62.48 114.43 89.95
775.11 531.16 360.86 978.53 570.78 1155.65 231.84 327.44 780.92 649.25 311.94 773.41 349.34 2400.22 342.1 543.68 296.82 788.98 310.62 321.42 873.2 1117.86 668.55 838.79 557.43 534.24 224.41 194.35 448.38 119.55 123.6 517.23 368.63 159.44 95.17 152.16 32.24 121.59 145.84 31.99 148 284.16 152.8 172.74 268.38 248.26 307.74 234.49 33.73 131.09 217.33 32.24 54.24 261.27 154.88 475.01 425.91 -130.39 485.98 67.77 160.2 161.31 174.35 93.44 169.31 545.05 306.59 251.64 199.97 386.37 676.12 138.57 300.22 212.04 307.14 423.46 163.84 366.46 554.8 287.41 228.56 630.91 -44.12 288.45 53.67 154.4 424.79 52.75 641.68 522.23 278.39 210.12 634.9 401.2 20.56 383.88 203.58 355.55 487.17 401.19 419.12 417.33 193.96
106.43 92.45 64.44 61.89 114.55 160.08 164.22 65.92 229.94 133.21 166.85 110.02 114.07 57.76 79.92 86.33 65.84 50.73 194.76 186.66 141.43 204.13 66.86 131.13 291.54 215.11 38.36 41.29 16.5 47.19 45.03 63.52 92.16 45.69 61.81 6.78 -25.4 -13.51 59.57 49.98 51 30.06 -19.97 50.06 8.51 7.58 -32.94 11.37 6.75 66.02 73.13 -25.4 129.34 139.21 104.29 160.97 130.89 151.8 105.73 200.13 110.76 102.19 256.28 150.48 174.47 125.4 203.73 248.67 46.46 146.78 92.69 87.73 77.84 198.85 134.63 156.95 66.53 52.21 79.26 210.15 11.08 31.34 80.73 126.26 33.79 31.45 126.8 16.92 82.73 70.97 61.66 131.58 77.28 19.57 65.61 -24.25 20.27 18.66 70.55 -6.83 6.73 -13.46 71.21
51.6 146.53 93.19 495.13 202.21 139.25 23.61 39.98 303.69 199.25 155.45 311.54 51.94 -130.92 45.81 289.83 102.42 192.12 124.85 54.12 609.63 386.66 107.83 378.22 211.47 561.51 21.1 6.04 -10.68 -15.73 73.78 8.07 -8.38 45.69 -13.74 2.91 -9.77 53.14 31.84 7 8 53.34 -3 12.76 -10.4 -23.69 -8.47 31.5 5.78 37.32 18.54 -9.77 -51.11 37.32 34.07 29.63 117.8 31.14 141.62 119.66 44.5 116.22 -13.34 235.06 247.77 97.75 130.55 18.82 91.91 56.12 91.6 88.72 85.92 6.09 -23.14 37.51 9.93 -19.08 62.79 203.97 98.67 -19.21 3.76 58.51 24.85 58.14 175.41 56.73 -55.15 -59.32 73.8 10.2 11.74 23.49 38.19 68.7 14.74 101.17 89.62 22.45 28.84 31.73 -0.94
-54.83 -41.86 56.51 132.32 91.64 -107.45 -63.33 6.48 -18.44 75 58.04 14.16 41.76 -383.78 89.67 -33.92 -18.81 65.84 134.84 36.45 68.57 132.85 40.98 189.65 110.87 72.71 562.95 561.9 298.92 222.32 193.54 297.43 125.67 198.6 351.26 372.16 311.63 110.78 680.93 73.98 328 385.03 659.14 186.48 355.32 150.66 279.51 239.74 177.34 240.17 569.59 311.63 -25.03 49.43 3.1 131.34 62.43 36 3.88 93.18 18.79 85.16 73.36 143.6 288.03 -41.47 113.74 69.35 160.58 65.83 -26.17 -27.91 93 -108.55 151.46 102.66 72.49 23.09 -15.44 110.22 -41.28 6.07 41.31 -12.32 92.44 146.77 45.44 195.09 -39.24 -92.16 74.74 52.02 51.85 12.72 16.65 215.18 77.38 165.99 239.29 92.73 57.68 160.59 43.1
1096.55 1191.4 1192.64 977.46 647.48 1208.28 619.3 660.28 997.85 1184.33 870.53 961.87 635.54 1726.36 487.33 378.21 442.1 1072.84 924.88 828.39 1265.33 929.93 847.55 1019.77 831.52 1184.63 268.53 356.47 437.71 410.03 344.93 393.22 422.04 333.79 277.67 361.5 422.02 574.6 425.2 334.89 266 542.14 279.63 309.17 386.51 374.29 418.79 361.36 312.27 384.65 328.57 422.02 303.53 485.21 406.82 509.58 655.48 397.99 836.16 526.27 572.58 364.69 391.57 431.77 524.44 979.51 535.05 480.49 428.22 492.13 528.9 383.81 344.7 430.16 488.05 497.49 225.4 420.68 411.73 320.37 941.41 824.03 682.49 1040.87 784.24 963.56 1047.18 674.84 1088.2 865.44 592.28 715.04 721.97 689.87 649.25 848.59 915.63 661.01 936.2 961.49 809.4 737.54 739.28
4752.81 3507.91 1568.37 10274 7321.5 6145.57 6534.31 5997.6 6646.52 3755.59 3471.77 9080.54 1607.17 930.57 1858.67 5756.46 2960.91 3312.41 2476.99 1264.68 6948.06 8699.87 4975.33 7538.31 6033.13 5468.67 438.27 488.39 320.27 338.72 625.66 606.97 622.06 756.15 743.73 363.44 190.49 270.19 441.63 513.83 391 1070.7 217.72 555.53 474.4 253.95 233.39 785.71 759.48 576.98 371.83 190.49 1716.88 1865.17 5439.37 2030.41 2763.88 449.56 6625.24 3909.44 981 3106.9 223.89 1710.36 3540.99 1843.49 2533.82 800.48 1613.91 1069.52 3320.64 3000.7 2866.77 2603.27 288.2 2580.22 1309.72 154.62 1680.87 4096.84 651.43 2179.88 855.23 1194.85 135.18 1390.54 1468.79 456.86 942.89 26.48 1549.82 2553.12 2061.23 2320.13 2482.44 1229.44 1151.45 1069.61 1133.55 1841.95 687.32 709.66 888.26
1898.54 1862.1 890.26 6832.62 3593.01 1669.88 1549.86 1344.33 4208.3 2205.22 2080.99 4413.91 559.15 164.29 1220.27 5352.55 1799.75 1971.9 1844.76 692.54 6956.64 8751.71 4548.32 5733.93 4731.44 4186.08 444.03 484.36 171.78 287.34 566.26 331.72 282.75 402.79 834.98 280.09 144.58 265.69 320.44 218.93 348 891.28 191.75 503.51 369.5 144.98 166.58 539.85 426.97 582.72 275.01 144.58 493.37 501.35 4734.15 1551.45 2117.46 113.85 2618.09 2191.91 234.37 3492.63 43.83 1043.53 3657.65 2135.76 2147.12 229.84 983.7 560.12 2101.44 1187.32 2399.76 756.83 132.53 2104.45 454.78 47.19 840.95 3522.03 418.85 758.31 311.67 561.5 27.83 867.3 998.57 204.05 182.43 -58.26 1067.78 1257.69 1576.99 1285.81 658.07 766.76 514.93 621.73 1194.57 1647.7 296.08 531.76 343.87
3092.93 11661.92 5477.41 4222.5 3409.73 6013.99 3068.59 3772.54 5758.22 3370.51 4751.66 5262.48 8020.57 1975.37 5688.09 4694.79 6969.07 4291.34 5908.83 4412.58 5303.46 5682.19 5056.2 5050.1 6196.35 7978.3 11772.02 9420.37 12586.75 9087.82 11572.37 9478.59 8656.47 12584.24 9880.47 11294.78 8340.73 14662.31 9436.52 9931.66 8450 10848.61 10669.04 10674.76 12387.23 12650.95 12434.79 16586.49 12326.12 13738.32 8900.22 8340.73 4528.96 6347.04 7045.99 5639.93 5518.7 3217.01 2983.79 5378.12 4341.32 6392.13 5243.82 6196.26 4457.73 6365.81 6297.95 4759.32 6873.76 5860.24 3590 5604.62 6591.75 4789.57 4481.86 4735.01 4950.91 5117.39 4678.23 5719.31 8915.69 4926.98 10519 9617.3 7518.39 11500.76 6833.59 8651.51 4860.83 3819.79 10005.19 7595.1 9673.22 10430.3 8217.99 9314.24 8450.71 9922.09 10613.82 8292.2 9942.57 9791.94 10777.19
136.53 137.8 225.04 246.5 76.7 317.97 141.68 207.48 201.74 163.43 246.65 186.27 166.01 287.51 180.31 89.41 105.56 212.62 173.79 141.38 156.43 83.16 202.72 206.99 188.89 131.29 22.06 64.45 51.44 45.09 26.83 49.4 45.03 100.7 31.4 67.84 57.64 64.85 81.14 40.99 30 113.47 62.92 34.35 42.53 48.33 32 50.75 57.83 49.76 62.83 57.64 56.33 70.61 51.63 88.88 84.58 124.55 83.42 236.13 117.68 56.11 79.08 82.62 76.39 78.01 161.21 9.91 66.66 137.06 124.32 85.73 35.38 72.03 107.29 63.17 76.46 92.37 66.91 70.05 126.86 111.22 106.08 175.53 73.55 164.88 101.44 36.83 128.34 113.34 87.81 178.5 88.05 84.15 95.97 168.71 59.88 63.84 131.56 41 2.88 46.16 140.55
115.03 167.46 1092.51 387.36 314.77 592.08 75.13 253.95 481.57 162.31 119.18 271.24 168.05 1431.15 375.24 114.08 52.26 87.42 112.86 4.42 95.36 74.52 106.75 -5.42 167.33 57.56 124.67 49.34 269.81 392.2 247.2 204.68 137.19 175.29 309.07 415.78 507.01 11.71 509.42 257.91 145 128.99 64.92 263.04 60.48 239.73 278.57 222.24 201.44 460.24 33.99 507.01 240.95 312.71 274.65 258.74 246.69 91.47 100.88 322.96 309.53 51.1 68.6 43.28 68.14 152.06 233.4 54.49 258.55 83.1 190.84 390.79 59.64 124.79 111.49 6.91 115.18 145.58 65.88 127.74 1070.29 473.18 459.06 868.42 637.13 868.25 498.76 335.43 1464.72 670.53 318.56 647.72 883.39 517.65 496.49 894.05 88.43 426.27 67.69 450.97 146.12 340.41 352.31
66.65 53.2 147.72 67.23 96.62 157.89 21.47 30.26 110.63 96.27 42.49 128.54 47.87 42.36 101.36 55.5 9.41 102.53 35.96 49.7 33.21 54 46.37 49.85 68.78 49.49 22.06 12.08 5.82 26.22 -5.75 6.05 2.09 -5.59 15.7 0.97 37.12 18.01 17.46 -24.99 -9 43.64 33.96 16.69 -6.62 51.17 47.06 -19.25 11.57 -31.58 20.6 37.12 20.86 57.5 42.33 17.78 24.17 26.27 36.86 13.77 14.83 19.04 19.05 34.42 -5.16 15.8 35.6 38.64 0 35.61 -50.16 18.94 42.46 131.89 7.36 28.63 19.86 53.21 76.17 10.3 10.07 -6.07 75.1 20.53 24.85 12.39 0 32.85 32.88 -36.02 -32.7 36.72 47.94 30.33 74.42 3.03 -24.87 -71.7 35.27 3.9 -32.68 37.5 7.5
236.51 217.17 222.07 78.97 109.57 480.24 201.78 116.71 308.03 242.91 128.51 191.72 33.61 816.33 86.74 43.17 102.42 256.88 198.76 171.2 76.07 97.21 175.76 176.65 215.58 123.21 126.59 224.56 262.04 191.91 63.24 199.63 181.17 81.12 168.76 51.37 33.21 114.38 156.11 112.96 324 88.26 35.95 139.37 98.28 284.27 100.7 59.5 120.48 98.55 24.72 33.21 181.49 79.69 75.37 45.43 65.45 102.17 98.94 252.02 118.67 189.36 3080.17 2401.79 2395.07 274.5 1867.23 3568.5 1976.48 152.17 177.76 183.43 60.65 234.36 2340.33 3642.31 3229.11 4364.39 990.2 1049.71 197.34 111.22 148.33 426 75.54 227.78 268.4 88.59 357.43 266.94 106.5 46.92 135 41.1 76.38 19.19 177.78 84.47 34.32 24.4 35.57 38.46 33.73
1049.25 944.57 1151 801.39 587.71 1184.16 977.79 791.03 981.58 924.62 832.19 924.83 499.06 1319.48 582.84 585.82 625 959.51 743.1 693.64 623.56 599.43 745.11 727.17 748.37 670.58 215.78 376.61 374.62 512.8 231.87 404.31 236.68 524.93 301.22 392.52 196.36 749.33 388.22 366.88 230 522.74 215.72 200.23 333.59 187.62 313.39 237.99 400.94 351.16 270.89 196.36 509.01 489.24 422.31 508.59 395.7 306.52 671.25 644.87 382.71 664.26 476.36 444.56 316.93 827.45 490.54 401.23 456.5 466.23 740.47 263.18 324.48 358.13 306.08 362.26 416.05 569.27 647.44 477.98 787.36 845.26 387.72 1170.21 561.59 1001.68 1047.18 801.25 1113.65 651.46 354.06 441.67 466.64 501.99 616.94 636.44 607.04 412.52 306.98 340.67 491.22 537.53 422.58
369.82 261.65 300.39 295.59 148.42 309.2 242.57 341.48 442.52 479.1 165.82 240.74 401.28 740.6 516.57 156.22 318.77 292.49 399.51 226.43 306.42 156.61 307.32 221.08 498.91 149.47 105.49 176.22 204.78 198.2 275.94 370.03 205.26 252.67 90.27 186.08 135.79 192.74 218.76 160.95 145 537.29 207.73 184.52 160.65 182.88 120.46 198.61 277.58 194.24 235.87 135.79 608.1 503.37 340.74 423.66 509.48 757.06 593.65 1622.23 916.72 375.71 795.53 1196.96 136.27 399.9 574.61 163.47 260.57 246.07 562.71 362.88 451.85 480.88 312.39 342.52 456.76 225.9 926.38 966.27 273.86 215.36 122.98 404.44 158.04 327.86 311.72 185.13 406.22 364.39 194.31 238.69 268.05 151.67 187.04 151.53 188.84 96.25 292.68 111.28 115.35 111.55 94.64
1381.44 1180.06 1490.05 2038.15 758.05 2297.05 1331.98 893.7 1080.28 922.39 1302.69 948.79 993.02 2302.67 768.03 893.12 751.46 1270.35 797.03 886.93 1273.9 1223.71 783.93 995.93 1000.9 1299.76 444.03 416.89 544.47 683.74 520.27 436.57 630.44 647.07 447.42 588.29 582.23 767.34 637.8 425.86 406 611.97 532.3 477.01 482.9 341.12 566.54 629.09 466.48 378.91 558.26 582.23 929.37 783.8 573.05 820.66 567.88 951.67 1280.43 1051.48 997.81 514.98 744.08 589.14 1023.07 838.31 832.74 698.44 678.69 741.43 986.92 712.79 647.95 754.81 960.32 789.66 553.08 774.08 904.77 714.91 911.2 1045.45 981.02 1171.24 633.16 915.91 915.09 766.41 1366.08 1005.26 672.62 886.4 1486.98 665.41 758.93 876.87 743.37 603.06 581.55 591.53 635.41 718.31 389.79
204.26 200.6 127.89 126.98 417.38 312.49 341.31 718.63 317.79 252.98 240.43 437.9 419.62 232.32 255.36 211.72 194.4 140.31 246.7 198.81 596.77 396.38 241.54 219.99 202.23 114.12 126.59 182.26 183.43 192.96 93.9 128.05 154.99 174.35 111.85 147.31 253.99 105.37 158.17 171.94 78 160.99 150.8 189.43 137.97 193.3 149.64 177.62 167.7 182.76 224.54 253.99 236.77 270.34 217.86 111.59 373.55 253 214.37 187.42 137.46 211.4 329.64 426.85 338.61 191.56 300.66 313.06 209.06 707.98 328.25 253.21 179.93 326.68 248.23 199.39 268.1 315.26 259.39 199.85 532.63 260.86 428.08 265.86 776.29 323.09 519.89 377.23 768.95 631.34 302.68 414.13 329.68 607.68 614 603.1 148.31 482.26 274.57 331.88 393.17 299.06 400.09
222.54 86.35 -37.67 65.09 452.24 -21.93 311.26 136.16 43.38 114.18 298.47 396.51 224.07 -151.46 -51.66 224.05 135.87 66.92 85.9 68.48 145.71 95.05 184.39 182.06 153.98 93.92 100.7 183.27 84.44 202.39 69.94 200.64 70.16 96.97 148.16 131.81 54.71 167.52 53.41 30.99 125 89.23 142.81 201.21 171.99 116.55 71.52 71.75 128.19 301.4 56.65 54.71 52.15 229.99 111.51 46.42 204.4 217 137.74 162.01 129.55 165.31 80.98 64.91 377.84 51.35 222.53 198.14 455.49 276.28 235.55 106.67 86.93 219.14 213.52 129.31 94.33 59.24 39.11 104.04 204.39 411.51 217.8 166.29 252.47 499.41 309.61 549.43 218.49 270.12 215.8 275.41 189.79 185.92 208.58 116.18 553.62 285.82 627.31 352.38 292.23 175.97 243.62
369.82 211.07 287.5 379.89 578.75 514.23 488.36 700.26 470.72 643.66 384.49 706.97 163.98 142.47 416.18 526.21 572.74 135.99 152.81 297.12 230.35 260.29 203.8 174.48 207.37 102 608.02 674.68 724.01 524.34 805.79 492.03 721.55 549.17 550.44 616.4 1005.23 270.19 667.58 864.71 772 661.43 512.33 656.62 550.94 597.91 824.41 393.73 569.61 577.93 703.49 1005.23 487.11 479.16 397.52 145.17 294.01 333.77 219.22 332.49 299.64 429.82 257.24 661.92 198.21 169.83 404.5 125.82 188.86 267.65 286.81 264.18 394.23 375.37 431.25 473.8 295.9 487.94 271.74 425.45 317.16 238.61 284.45 165.27 201.78 151.54 290.59 295.62 280 320.96 169.09 163.2 190.76 245.61 327.07 289.93 122.51 379.13 113.45 268.43 278.77 286.56 278.28
155.88 98.56 247.85 167.53 105.59 266.44 142.75 258.27 155.1 217.16 77.73 92.59 217.96 286.23 417.15 87.36 192.31 191.04 25.97 57.44 161.78 69.12 118.61 102.95 337.74 27.27 78.64 119.83 66.97 72.36 207.92 233.91 16.76 111.88 62.8 86.26 77.17 -18.91 43.14 103.96 64 256.04 199.74 106.98 51.03 27.48 89.4 134.74 120.48 106.21 173.04 77.17 819.84 91.8 198.25 242.94 554.79 540.06 325.93 393.91 699.16 160.3 102.89 130.81 148.66 131.32 330.33 104.02 132.3 75.55 51.25 285.12 356.83 289.14 227.2 178.66 136.04 160.64 145.13 447.08 175.19 132.45 27.22 174.51 -133.19 174.41 116.24 55.74 125.15 149.36 -23.35 60.18 150.65 52.84 139.06 52.53 71.85 52.06 209.74 -0.98 12.5 30.77 -13.12
40.85 104.66 59.48 56.56 30.88 131.57 39.71 95.1 66.16 146.64 81.87 127.45 26.48 50.06 46.78 18.5 36.58 107.93 90.89 75.11 67.5 28.08 97.05 54.19 58.51 108.06 15.34 17.12 13.59 19.92 8.62 14.12 29.32 25.17 12.76 6.78 26.38 16.21 8.22 27.99 10 19.4 22.97 10.8 15.12 25.58 18.82 19.25 15.42 26.79 27.81 26.38 54.24 68.59 19.62 30.61 27.19 19.46 14.55 47.65 32.63 23.04 24.77 31.47 25.81 9.87 23.74 30.71 20.2 22.66 35.99 36.89 32.35 56.81 46.28 37.51 39.72 53.21 18.53 16.48 19.13 18.2 30.98 21.56 32.8 68.62 53.89 51.76 31.82 25.42 18.68 46.92 6.85 43.06 43.09 26.27 31.32 39.29 30.51 11.71 11.54 50 41.23
